20대품목,중분류,세부분류,MTI4,MTI6,HSK10,HS6,HS4,SITC,HSK 품목명,명칭 근거,source_page,리서치대분류,리서치중분류,리서치소분류,리서치세분류,대표품목명,대표품목ID,드릴다운명,드릴다운ID,분류상태,분류메모
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2921592000,292159,2921,51455,"4,4´디아미노스틸벤-2,2´-디술폰산과 그 염",HSK 품목명 기반 대표요약,33,석유화학,기타 석유화학,기타,"4,4´디아미노스틸벤-2,2´-디술폰산과 그 염",기타 석유화학제품,PETROCHEM_기타_석유화학제품,"4,4´디아미노스틸벤-2,2´-디술폰산과 그 염",PETROCHEM_2921592000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2921599000,292159,2921,51455,기타,HSK 품목명 기반 대표요약,33,석유화학,기타 석유화학,기타,기타,기타 석유화학제품,PETROCHEM_기타_석유화학제품,기타,PETROCHEM_2921599000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2922422000,292242,2922,51464,글루탐산 나트륨,HSK 품목명 기반 대표요약,33,석유화학,기타 석유화학,기타,글루탐산 나트륨,기타 석유화학제품,PETROCHEM_기타_석유화학제품,글루탐산 나트륨,PETROCHEM_2922422000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2929101000,292910,2929,51489,톨루엔 디이소시아네이트,HSK 품목명 기반 대표요약,34,석유화학,기타 석유화학,기타,톨루엔 디이소시아네이트,기타 석유화학제품,PETROCHEM_기타_석유화학제품,톨루엔 디이소시아네이트,PETROCHEM_2929101000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2929102000,292910,2929,51489,디페닐메탄 디이소시아네이트,HSK 품목명 기반 대표요약,34,석유화학,기타 석유화학,기타,디페닐메탄 디이소시아네이트,기타 석유화학제품,PETROCHEM_기타_석유화학제품,디페닐메탄 디이소시아네이트,PETROCHEM_2929102000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,2929109000,292910,2929,51489,기타,HSK 품목명 기반 대표요약,34,석유화학,기타 석유화학,기타,기타,기타 석유화학제품,PETROCHEM_기타_석유화학제품,기타,PETROCHEM_2929109000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,3817000000,381700,3817,5984,혼합알킬벤젠과 혼합알킬나프탈렌(제2707호ㆍ제2902호의 물품은 제외한다),HSK 품목명 기반 대표요약,43,석유화학,기타 석유화학,기타,혼합알킬벤젠과 혼합알킬나프탈렌(제2707호ㆍ제2902호의 물품은 제외한다),기타 석유화학제품,PETROCHEM_기타_석유화학제품,혼합알킬벤젠과 혼합알킬나프탈렌(제2707호ㆍ제2902호의 물품은 제외한다),PETROCHEM_3817000000,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,3907292010,390729,3907,57419,수소불화탄소(HFCs)나 수소염화불화탄소(HCFCs)를 함유한 것,HSK 품목명 기반 대표요약,45,석유화학,기타 석유화학,기타,수소불화탄소(HFCs)나 수소염화불화탄소(HCFCs)를 함유한 것,기타 석유화학제품,PETROCHEM_기타_석유화학제품,수소불화탄소(HFCs)나 수소염화불화탄소(HCFCs)를 함유한 것,PETROCHEM_3907292010,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
석유화학,MTI4 2190,나프탈렌 / 크레오소트(creosote)유 / 솔벤트 나프타(solvent naphtha) 외 123개,2190,219000,3907292090,390729,3907,57419,기타,HSK 품목명 기반 대표요약,45,석유화학,기타 석유화학,기타,기타,기타 석유화학제품,PETROCHEM_기타_석유화학제품,기타,PETROCHEM_3907292090,업계기준 검토,"MTI의 기초유분·중간원료·합섬원료·합성수지·합성고무 구조를 유지하고, 업계 약어(PX·MEG·PTA·PE·PP 등)를 드릴다운에 반영."
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 외 1개",7111,711110,8456111000,845611,8456,73111,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",공작기계,MACH_공작기계,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",MACH_8456111000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 외 1개",7111,711110,8456119000,845611,8456,73111,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8456119000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457104000,845710,8457,73121,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다),HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다),공작기계,MACH_공작기계,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다),MACH_8457104000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457109010,845710,8457,73121,수직형,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,수직형,공작기계,MACH_공작기계,수직형,MACH_8457109010,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457109020,845710,8457,73121,수평형,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,수평형,공작기계,MACH_공작기계,수평형,MACH_8457109020,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457109030,845710,8457,73121,문형,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,문형,공작기계,MACH_공작기계,문형,MACH_8457109030,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457109090,845710,8457,73121,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8457109090,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457200000,845720,8457,73122,유닛 컨스트럭션 머신(unit construction machine)(싱글스테이션),HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,유닛 컨스트럭션 머신(unit construction machine)(싱글스테이션),공작기계,MACH_공작기계,유닛 컨스트럭션 머신(unit construction machine)(싱글스테이션),MACH_8457200000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,5축 머시닝 센터(분할 5축 가공이 가능한 것을 포함한다) / 수직형 / 수평형 외 4개,7111,711120,8457300000,845730,8457,73123,멀티스테이션(multi-station)의 트랜스퍼머신(transfer machine),HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,멀티스테이션(multi-station)의 트랜스퍼머신(transfer machine),공작기계,MACH_공작기계,멀티스테이션(multi-station)의 트랜스퍼머신(transfer machine),MACH_8457300000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,수치제어식 외 1개,7111,711130,8458110000,845811,8458,73131,수치제어식,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,수치제어식,공작기계,MACH_공작기계,수치제어식,MACH_8458110000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,수치제어식 외 1개,7111,711130,8458190000,845819,8458,73137,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8458190000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,수치제어식 외 1개,7111,711130,8458910000,845891,8458,73135,수치제어식,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,수치제어식,공작기계,MACH_공작기계,수치제어식,MACH_8458910000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,수치제어식 외 1개,7111,711130,8458990000,845899,8458,73139,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8458990000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456121000,845612,8456,73111,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",공작기계,MACH_공작기계,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것",MACH_8456121000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456129000,845612,8456,73111,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8456129000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456200000,845620,8456,73112,초음파 방식으로 하는 것,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,초음파 방식으로 하는 것,공작기계,MACH_공작기계,초음파 방식으로 하는 것,MACH_8456200000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456301010,845630,8456,73113,와이어 컷 방전 가공기,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,와이어 컷 방전 가공기,공작기계,MACH_공작기계,와이어 컷 방전 가공기,MACH_8456301010,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456301090,845630,8456,73113,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8456301090,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456309000,845630,8456,73113,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8456309000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456400000,845640,8456,72849,플라즈마아크(plasma arc) 방식으로 하는 것,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,플라즈마아크(plasma arc) 방식으로 하는 것,공작기계,MACH_공작기계,플라즈마아크(plasma arc) 방식으로 하는 것,MACH_8456400000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456500000,845650,8456,72849,워터제트 절단기,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,워터제트 절단기,공작기계,MACH_공작기계,워터제트 절단기,MACH_8456500000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8456900000,845690,8456,72849,기타,HSK 품목명 기반 대표요약,89,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8456900000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459100000,845910,8459,73141,웨이타입(way-type) 유닛헤드머신(unit head machine),HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,웨이타입(way-type) 유닛헤드머신(unit head machine),공작기계,MACH_공작기계,웨이타입(way-type) 유닛헤드머신(unit head machine),MACH_8459100000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459211000,845921,8459,73142,심공 드릴링머신(최대 천공 깊이가 5미터를 초과하는 것으로 한정한다),HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,심공 드릴링머신(최대 천공 깊이가 5미터를 초과하는 것으로 한정한다),공작기계,MACH_공작기계,심공 드릴링머신(최대 천공 깊이가 5미터를 초과하는 것으로 한정한다),MACH_8459211000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459219000,845921,8459,73142,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459219000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459291000,845929,8459,73143,레이디얼 드릴링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,레이디얼 드릴링머신,공작기계,MACH_공작기계,레이디얼 드릴링머신,MACH_8459291000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459292000,845929,8459,73143,직립 드릴링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,직립 드릴링머신,공작기계,MACH_공작기계,직립 드릴링머신,MACH_8459292000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459293000,845929,8459,73143,다축 드릴링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,다축 드릴링머신,공작기계,MACH_공작기계,다축 드릴링머신,MACH_8459293000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459299000,845929,8459,73143,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459299000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459310000,845931,8459,73144,수치제어식,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,수치제어식,공작기계,MACH_공작기계,수치제어식,MACH_8459310000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459390000,845939,8459,73145,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459390000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459411000,845941,8459,73146,지그 보링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,지그 보링머신,공작기계,MACH_공작기계,지그 보링머신,MACH_8459411000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459412000,845941,8459,73146,수평 보링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,수평 보링머신,공작기계,MACH_공작기계,수평 보링머신,MACH_8459412000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459419000,845941,8459,73146,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459419000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459490000,845949,8459,73146,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459490000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459510000,845951,8459,73151,수치제어식,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,수치제어식,공작기계,MACH_공작기계,수치제어식,MACH_8459510000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459590000,845959,8459,73152,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459590000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459611000,845961,8459,73153,베드형 밀링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,베드형 밀링머신,공작기계,MACH_공작기계,베드형 밀링머신,MACH_8459611000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459612000,845961,8459,73153,평삭(平削) 밀링머신,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,평삭(平削) 밀링머신,공작기계,MACH_공작기계,평삭(平削) 밀링머신,MACH_8459612000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
일반기계,제조장비,"인쇄회로, 인쇄회로조립품, 제8517호의 부분품 또는 자동자료처리기계의 부분품의 제조에 전용 또는 주로 사용되는 종류의 것 / 초음파 방식으로 하는 것 / 와이어 컷 방전 가공기 외 27개",7111,711190,8459619000,845961,8459,73153,기타,HSK 품목명 기반 대표요약,90,일반기계,제조장비,공작·금속가공,기타,공작기계,MACH_공작기계,기타,MACH_8459619000,업계기준 검토,KOAMI/MTI의 기초산업기계·산업기계·기계요소/공구/금형 개념을 HSK 기능별로 재구성.
