20대품목,중분류,세부분류,MTI4,MTI6,HSK10,HS6,HS4,SITC,HSK 품목명,명칭 근거,source_page,리서치대분류,리서치중분류,리서치소분류,리서치세분류,대표품목명,대표품목ID,드릴다운명,드릴다운ID,분류상태,분류메모
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3001209000,300120,3001,54162,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3001209000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3001901090,300190,3001,54162,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3001901090,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3001902090,300190,3001,54162,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3001902090,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3001909010,300190,3001,54162,헤파린과 그 염,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,혈액제제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,혈액제제,BIO_3001909010,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3001909090,300190,3001,54162,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3001909090,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002122000,300212,3002,54163,면역혈청,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,혈액제제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,혈액제제,BIO_3002122000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002123000,300212,3002,54163,그 밖의 혈액 분획물,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,혈액제제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,혈액제제,BIO_3002123000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002130000,300213,3002,54163,"면역물품(혼합하지 않은 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)",HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,"면역물품(혼합하지 않은 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)",혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,"면역물품(혼합하지 않은 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)",BIO_3002130000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002429000,300242,3002,54163,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3002429000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002492000,300249,3002,54164,미생물 배양체,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,미생물·바이러스 제제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,미생물·바이러스 제제,BIO_3002492000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002493000,300249,3002,54164,바이러스와 항바이러스,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,미생물·바이러스 제제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,미생물·바이러스 제제,BIO_3002493000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002494000,300249,3002,54164,기타[박테리오파지(bacteriophage)를 포함한다],HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타[박테리오파지(bacteriophage)를 포함한다],혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타[박테리오파지(bacteriophage)를 포함한다],BIO_3002494000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002510000,300251,3002,54164,세포치료법용 제품,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,세포치료제,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,세포치료제,BIO_3002510000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002590000,300259,3002,54164,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3002590000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002901000,300290,3002,54164,사람의 피,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,사람의 피,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,사람의 피,BIO_3002901000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002902000,300290,3002,54164,동물의 피(치료용ㆍ예방용ㆍ진단용으로 조제한 것으로 한정한다),HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,동물의 피(치료용ㆍ예방용ㆍ진단용으로 조제한 것으로 한정한다),혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,동물의 피(치료용ㆍ예방용ㆍ진단용으로 조제한 것으로 한정한다),BIO_3002902000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,간장 추출물 / 헤파린과 그 염 / 면역혈청 외 9개,9312,931210,3002909000,300290,3002,54164,기타,HSK 품목명 기반 대표요약,37,바이오헬스,의약품,바이오 원료,기타,혈액제제·세포치료·바이오원료,BIO_혈액제제_세포치료_바이오원료,기타,BIO_3002909000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1108129000,110812,1108,59212,기타,HSK 품목명 기반 대표요약,12,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1108129000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1301200000,130120,1301,29222,아라비아 검,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,아라비아 검,원료의약품·부형제,BIO_원료의약품_부형제,아라비아 검,BIO_1301200000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1301902010,130190,1301,29229,쉘락(shellac),HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,쉘락(shellac),원료의약품·부형제,BIO_원료의약품_부형제,쉘락(shellac),BIO_1301902010,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1301909000,130190,1301,29229,기타,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1301909000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302120000,130212,1302,29294,감초로 만든 것,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,감초로 만든 것,원료의약품·부형제,BIO_원료의약품_부형제,감초로 만든 것,BIO_1302120000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302130000,130213,1302,29294,홉(hop)으로 만든 것,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,홉(hop)으로 만든 것,원료의약품·부형제,BIO_원료의약품_부형제,홉(hop)으로 만든 것,BIO_1302130000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302191110,130219,1302,29294,인삼 추출물(extract),HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,인삼 추출물(extract),원료의약품·부형제,BIO_원료의약품_부형제,인삼 추출물(extract),BIO_1302191110,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302191120,130219,1302,29294,인삼 추출물(extract) 가루,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,인삼 추출물(extract) 가루,원료의약품·부형제,BIO_원료의약품_부형제,인삼 추출물(extract) 가루,BIO_1302191120,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302191190,130219,1302,29294,기타,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1302191190,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302191220,130219,1302,29294,홍삼 추출물(extract) 가루,HSK 품목명 기반 대표요약,14,바이오헬스,의약품,원료의약품,홍삼 추출물(extract) 가루,원료의약품·부형제,BIO_원료의약품_부형제,홍삼 추출물(extract) 가루,BIO_1302191220,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302191290,130219,1302,29294,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1302191290,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199010,130219,1302,29294,알로에 수액과 추출물(extract),HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,알로에 수액과 추출물(extract),원료의약품·부형제,BIO_원료의약품_부형제,알로에 수액과 추출물(extract),BIO_1302199010,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199031,130219,1302,29294,당귀(當歸) 추출물,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,당귀(當歸) 추출물,원료의약품·부형제,BIO_원료의약품_부형제,당귀(當歸) 추출물,BIO_1302199031,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199032,130219,1302,29294,오미자(五味子) 추출물,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,오미자(五味子) 추출물,원료의약품·부형제,BIO_원료의약품_부형제,오미자(五味子) 추출물,BIO_1302199032,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199033,130219,1302,29294,작약(芍藥) 추출물,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,작약(芍藥) 추출물,원료의약품·부형제,BIO_원료의약품_부형제,작약(芍藥) 추출물,BIO_1302199033,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199034,130219,1302,29294,천궁(川芎) 추출물,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,천궁(川芎) 추출물,원료의약품·부형제,BIO_원료의약품_부형제,천궁(川芎) 추출물,BIO_1302199034,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199035,130219,1302,29294,황기(黃？) 추출물,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,황기(黃) 추출물,원료의약품·부형제,BIO_원료의약품_부형제,황기(黃) 추출물,BIO_1302199035,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1302199039,130219,1302,29294,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1302199039,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1504200000,150420,1504,41112,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],원료의약품·부형제,BIO_원료의약품_부형제,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],BIO_1504200000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1505001000,150500,1505,41135,가공하지 않은 울그리스(wool grease),HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,가공하지 않은 울그리스(wool grease),원료의약품·부형제,BIO_원료의약품_부형제,가공하지 않은 울그리스(wool grease),BIO_1505001000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1505009000,150500,1505,41135,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1505009000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1506009000,150600,1506,41139,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1506009000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1507901090,150790,1507,42119,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1507901090,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1507909000,150790,1507,42119,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1507909000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1509900000,150990,1509,42142,기타,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_1509900000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1512112000,151211,1512,42151,잇꽃유,HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,잇꽃유,원료의약품·부형제,BIO_원료의약품_부형제,잇꽃유,BIO_1512112000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1512291000,151229,1512,42129,정제유(精製油),HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,정제유(精製油),원료의약품·부형제,BIO_원료의약품_부형제,정제유(精製油),BIO_1512291000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1513291010,151329,1513,42249,팜핵유(palm kernel oil),HSK 품목명 기반 대표요약,15,바이오헬스,의약품,원료의약품,팜핵유(palm kernel oil),원료의약품·부형제,BIO_원료의약품_부형제,팜핵유(palm kernel oil),BIO_1513291010,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1515300000,151530,1515,4225,피마자유와 그 분획물,HSK 품목명 기반 대표요약,16,바이오헬스,의약품,원료의약품,피마자유와 그 분획물,원료의약품·부형제,BIO_원료의약품_부형제,피마자유와 그 분획물,BIO_1515300000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1521101000,152110,1521,43141,카나버 왁스,HSK 품목명 기반 대표요약,16,바이오헬스,의약품,원료의약품,카나버 왁스,원료의약품·부형제,BIO_원료의약품_부형제,카나버 왁스,BIO_1521101000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1521902000,152190,1521,43142,밀랍(蜜蠟),HSK 품목명 기반 대표요약,16,바이오헬스,의약품,원료의약품,밀랍(蜜蠟),원료의약품·부형제,BIO_원료의약품_부형제,밀랍(蜜蠟),BIO_1521902000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702111000,170211,1702,06191,유당(乳糖),HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,유당(乳糖),원료의약품·부형제,BIO_원료의약품_부형제,유당(乳糖),BIO_1702111000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702191000,170219,1702,06191,유당(乳糖),HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,유당(乳糖),원료의약품·부형제,BIO_원료의약품_부형제,유당(乳糖),BIO_1702191000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702301000,170230,1702,06193,포도당,HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,포도당,원료의약품·부형제,BIO_원료의약품_부형제,포도당,BIO_1702301000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702401000,170240,1702,06194,포도당,HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,포도당,원료의약품·부형제,BIO_원료의약품_부형제,포도당,BIO_1702401000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702601000,170260,1702,06196,과당,HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,과당,원료의약품·부형제,BIO_원료의약품_부형제,과당,BIO_1702601000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,1702903000,170290,1702,06199,맥아당,HSK 품목명 기반 대표요약,17,바이오헬스,의약품,원료의약품,맥아당,원료의약품·부형제,BIO_원료의약품_부형제,맥아당,BIO_1702903000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,2102109000,210210,2102,0986,기타,HSK 품목명 기반 대표요약,20,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_2102109000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,2102201000,210220,2102,0986,불활성 효모,HSK 품목명 기반 대표요약,20,바이오헬스,의약품,원료의약품,불활성 효모,원료의약품·부형제,BIO_원료의약품_부형제,불활성 효모,BIO_2102201000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
바이오헬스,의약품,아라비아 검 / 쉘락(shellac) / 감초로 만든 것 외 202개,9312,931220,2102209000,210220,2102,0986,기타,HSK 품목명 기반 대표요약,20,바이오헬스,의약품,원료의약품,기타,원료의약품·부형제,BIO_원료의약품_부형제,기타,BIO_2102209000,업계기준 검토,KHIDI의 의약품·의료기기 구분과 실제 수출 분석에서 쓰는 바이오의약품·백신·체외진단·치과·영상진단 세부군을 반영.
