20대품목,중분류,세부분류,MTI6,HSK10,HS6,HS4,HSK 품목명
바이오헬스,의료기기,체외진단기기·시약,932010,3822192019,382219,3822,기타
바이오헬스,의료기기,체외진단기기·시약,932010,3822192020,382219,3822,조제된 것(뒷편을 보강하지 않은 것으로 한정한다)
바이오헬스,의료기기,체외진단기기·시약,932010,3822192091,382219,3822,"플라스틱으로 만든 그 밖의 판, 시트(sheet), 필름, 박(箔)과 스트립(strip)의 것"
바이오헬스,의료기기,체외진단기기·시약,932010,3822192092,382219,3822,플라스틱으로 만든 그 밖의 제품
바이오헬스,의료기기,체외진단기기·시약,932010,3822192093,382219,3822,"종이, 판지, 셀룰로오스워딩, 셀룰로오스 섬유의 웹(web)[제48류의 주 제8호의 롤 모양이나 시트(sheet) 모양으로 한정한다]"
바이오헬스,의료기기,체외진단기기·시약,932010,3822192099,382219,3822,기타
바이오헬스,의료기기,체외진단기기·시약,932010,3822193011,382219,3822,"플라스틱으로 만든 그 밖의 판, 시트(sheet), 필름, 박(箔)과 스트립(strip)의 것"
바이오헬스,의료기기,체외진단기기·시약,932010,3822193012,382219,3822,플라스틱으로 만든 그 밖의 제품
바이오헬스,의료기기,체외진단기기·시약,932010,3822193013,382219,3822,"종이, 판지, 셀룰로오스워딩, 셀룰로오스 섬유의 웹(web)[제48류의 주 제8호의 롤 모양이나 시트(sheet) 모양으로 한정한다]"
바이오헬스,의료기기,체외진단기기·시약,932010,3822193014,382219,3822,리트머스 시험지와 그 밖의 이와 유사한 시험지
바이오헬스,의료기기,체외진단기기·시약,932010,3822193019,382219,3822,기타
바이오헬스,의료기기,체외진단기기·시약,932010,3822193020,382219,3822,조제된 것(뒷편을 보강하지 않은 것으로 한정한다)
바이오헬스,의료기기,체외진단기기·시약,932010,3822193091,382219,3822,"플라스틱으로 만든 그 밖의 판, 시트(sheet), 필름, 박(箔)과 스트립(strip)의 것"
바이오헬스,의료기기,체외진단기기·시약,932010,3822193092,382219,3822,플라스틱으로 만든 그 밖의 제품
바이오헬스,의료기기,체외진단기기·시약,932010,3822193093,382219,3822,"종이, 판지, 셀룰로오스워딩, 셀룰로오스 섬유의 웹(web)[제48류의 주 제8호의 롤 모양이나 시트(sheet) 모양으로 한정한다]"
바이오헬스,의료기기,체외진단기기·시약,932010,3822193099,382219,3822,기타
바이오헬스,의료기기,체외진단기기·시약,932010,3822900011,382290,3822,이 표에서 세율이 무세인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900012,382290,3822,이 표에서 세율이 1퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900013,382290,3822,이 표에서 세율이 2퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900014,382290,3822,이 표에서 세율이 3퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900015,382290,3822,이 표에서 세율이 4퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900016,382290,3822,이 표에서 세율이 5퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900017,382290,3822,이 표에서 세율이 5.4퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900018,382290,3822,이 표에서 세율이 6.5퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900019,382290,3822,이 표에서 세율이 7퍼센트인 것
바이오헬스,의료기기,체외진단기기·시약,932010,3822900020,382290,3822,기타
바이오헬스,의료기기,치과기기·재료,932020,9018491000,901849,9018,치과용 버(bur)
바이오헬스,의료기기,치과기기·재료,932020,9018492000,901849,9018,치과용 유닛
바이오헬스,의료기기,치과기기·재료,932020,9018493000,901849,9018,치석제거기
바이오헬스,의료기기,치과기기·재료,932020,9018498000,901849,9018,기타
바이오헬스,의료기기,치과기기·재료,932020,9018499000,901849,9018,부분품과 부속품
바이오헬스,의료기기,치과기기·재료,932020,9021210000,902121,9021,의치·임플란트 관련
바이오헬스,의료기기,치과기기·재료,932020,9021290000,902129,9021,기타
바이오헬스,의료기기,치과기기·재료,932020,9022130000,902213,9022,기타(치과용으로 한정한다)
바이오헬스,의료기기,영상진단기기,932030,9018121000,901812,9018,초음파 영상진단기
바이오헬스,의료기기,영상진단기기,932030,9018129000,901812,9018,부분품과 부속품
바이오헬스,의료기기,영상진단기기,932030,9018131000,901813,9018,MRI
바이오헬스,의료기기,영상진단기기,932030,9018139000,901813,9018,부분품과 부속품
바이오헬스,의료기기,영상진단기기,932030,9022120000,902212,9022,CT
바이오헬스,의료기기,영상진단기기,932030,9022901020,902290,9022,엑스선의 스크린
바이오헬스,의료기기,영상진단기기,932030,9022901090,902290,9022,기타
바이오헬스,의료기기,영상진단기기,932030,9022909010,902290,9022,엑스선을 사용하는 기기의 것
바이오헬스,의료기기,영상진단기기,932030,9022909090,902290,9022,기타
바이오헬스,의료기기,수술·치료기기,932040,9018209000,901820,9018,부분품과 부속품
바이오헬스,의료기기,수술·치료기기,932040,9018901000,901890,9018,임신진단기
바이오헬스,의료기기,수술·치료기기,932040,9018902010,901890,9018,레이저 작동식 기기
바이오헬스,의료기기,수술·치료기기,932040,9018902090,901890,9018,기타
바이오헬스,의료기기,수술·치료기기,932040,9018903000,901890,9018,산부인과용 기기
바이오헬스,의료기기,수술·치료기기,932040,9018904000,901890,9018,"내시경(위내시경, 복막경, 방광경과 이와 유사한 것으로 한정한다)"
바이오헬스,의료기기,수술·치료기기,932040,9018905000,901890,9018,인공신장기(인공신장기용 투석기를 포함한다)
바이오헬스,의료기기,수술·치료기기,932040,9018906000,901890,9018,경피전기신경자극기
바이오헬스,의료기기,수술·치료기기,932040,9018907000,901890,9018,수의과용 기기
바이오헬스,의료기기,수술·치료기기,932040,9018908110,901890,9018,레이저 작동식 기기
바이오헬스,의료기기,수술·치료기기,932040,9018908190,901890,9018,기타
바이오헬스,의료기기,수술·치료기기,932040,9018908900,901890,9018,기타
바이오헬스,의료기기,수술·치료기기,932040,9018909000,901890,9018,부분품과 부속품
바이오헬스,의료기기,안과·광학기기,932050,9001300000,900130,9001,콘택트렌즈
바이오헬스,의료기기,안과·광학기기,932050,9001400000,900140,9001,유리로 만든 안경렌즈
바이오헬스,의료기기,안과·광학기기,932050,9001501000,900150,9001,시력 교정용
바이오헬스,의료기기,안과·광학기기,932050,9018201000,901820,9018,자외선이나 적외선 응용기기
바이오헬스,의료기기,의료소모품·정형기기,932060,9018191000,901819,9018,뇌파계
바이오헬스,의료기기,의료소모품·정형기기,932060,9018192000,901819,9018,청력검사용 기구
바이오헬스,의료기기,의료소모품·정형기기,932060,9018194000,901819,9018,혈압 측정기기
바이오헬스,의료기기,의료소모품·정형기기,932060,9018197000,901819,9018,환자감시장치
바이오헬스,의료기기,의료소모품·정형기기,932060,9018198000,901819,9018,기타
바이오헬스,의료기기,의료소모품·정형기기,932060,9018199000,901819,9018,부분품과 부속품
바이오헬스,의료기기,의료소모품·정형기기,932060,9018310000,901831,9018,주사기
바이오헬스,의료기기,의료소모품·정형기기,932060,9018391000,901839,9018,수혈세트와 수액세트
바이오헬스,의료기기,의료소모품·정형기기,932060,9018392000,901839,9018,카테터
바이오헬스,의료기기,의료소모품·정형기기,932060,9018398000,901839,9018,기타
바이오헬스,의료기기,의료소모품·정형기기,932060,9018399000,901839,9018,부분품과 부속품
바이오헬스,의료기기,의료소모품·정형기기,932060,9021101000,902110,9021,스크루ㆍ스테이플ㆍ핀과 그 밖에 이와 유사한 것
바이오헬스,의료기기,의료소모품·정형기기,932060,9021109000,902110,9021,기타
바이오헬스,의료기기,의료소모품·정형기기,932060,9021310000,902131,9021,인공관절
바이오헬스,의료기기,기타 의료기기,932090,2520201000,252020,2520,치과용으로 사용하기 위하여 특별히 하소하거나 미세하게 분쇄한 것
바이오헬스,의료기기,기타 의료기기,932090,3006101010,300610,3006,살균한 외과용 캣거트(catgut)
바이오헬스,의료기기,기타 의료기기,932090,3006101020,300610,3006,살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다)
바이오헬스,의료기기,기타 의료기기,932090,3006102000,300610,3006,살균한 외과용 수술상처의 봉합용 접착제
바이오헬스,의료기기,기타 의료기기,932090,3006103000,300610,3006,살균한 라미나리아와 살균한 라미나리아의 텐트
바이오헬스,의료기기,기타 의료기기,932090,3006104000,300610,3006,살균한 외과용이나 치과용 흡수성 지혈제
바이오헬스,의료기기,기타 의료기기,932090,3006105010,300610,3006,플라스틱으로 만든 것
바이오헬스,의료기기,기타 의료기기,932090,3006105090,300610,3006,기타
바이오헬스,의료기기,기타 의료기기,932090,3006401000,300640,3006,치과용 시멘트
바이오헬스,의료기기,기타 의료기기,932090,3006402000,300640,3006,치과용 충전제
바이오헬스,의료기기,기타 의료기기,932090,3006403000,300640,3006,뼈 형성용 시멘트
바이오헬스,의료기기,기타 의료기기,932090,3006500000,300650,3006,구급상자와 구급대
바이오헬스,의료기기,기타 의료기기,932090,3006910000,300691,3006,장루(腸瘻)용으로 인정되는 기구
바이오헬스,의료기기,기타 의료기기,932090,3306901000,330690,3306,구강위생용 제품류
바이오헬스,의료기기,기타 의료기기,932090,3306902000,330690,3306,치과위생용 제품류
바이오헬스,의료기기,기타 의료기기,932090,3407001000,340700,3407,조형용 페이스트(paste)
바이오헬스,의료기기,기타 의료기기,932090,3407002000,340700,3407,치과용 왁스나 치과용 인상재료
바이오헬스,의료기기,기타 의료기기,932090,3407003000,340700,3407,플라스터를 기본 재료로 한 기타 치과용 조제품
바이오헬스,의료기기,기타 의료기기,932090,3701100000,370110,3701,엑스선용
바이오헬스,의료기기,기타 의료기기,932090,3702100000,370210,3702,엑스선용
바이오헬스,의료기기,기타 의료기기,932090,3824996200,382499,3824,특정요업제품 제조용 조제품(의치 등)
바이오헬스,의료기기,기타 의료기기,932090,4014100000,401410,4014,콘돔
바이오헬스,의료기기,기타 의료기기,932090,4014909000,401490,4014,기타
바이오헬스,의료기기,기타 의료기기,932090,4015120000,401512,4015,내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용되는 종류의 것
바이오헬스,의료기기,기타 의료기기,932090,4015902000,401590,4015,방사선 방호복
바이오헬스,의료기기,기타 의료기기,932090,7108131090,710813,7108,기타
바이오헬스,의료기기,기타 의료기기,932090,8418691000,841869,8418,혈액 저장용 냉장고
바이오헬스,의료기기,기타 의료기기,932090,8419200000,841920,8419,내과용ㆍ외과용ㆍ실험실용 살균기
바이오헬스,의료기기,기타 의료기기,932090,8528591010,852859,8528,의료용으로 특수 제작된 것
바이오헬스,의료기기,기타 의료기기,932090,8528592010,852859,8528,의료용으로 특수 제작된 것
바이오헬스,의료기기,기타 의료기기,932090,8713100000,871310,8713,기계구동식이 아닌 것
바이오헬스,의료기기,기타 의료기기,932090,8713900000,871390,8713,기타
바이오헬스,의료기기,기타 의료기기,932090,8714200000,871420,8714,신체장애인용 차량의 것
바이오헬스,의료기기,기타 의료기기,932090,9004901000,900490,9004,시력교정용 안경
바이오헬스,의료기기,기타 의료기기,932090,9004909000,900490,9004,기타
바이오헬스,의료기기,기타 의료기기,932090,9006300000,900630,9006,수중촬영용ㆍ공중측량용ㆍ장기(臟器)의 내과나 외과 검사용으로 특별히 설계된 사진기와 법정비교용 사진기
바이오헬스,의료기기,기타 의료기기,932090,9018111000,901811,9018,심전계
바이오헬스,의료기기,기타 의료기기,932090,9018119000,901811,9018,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9018140000,901814,9018,신티그래픽(scintigraphic)식 진단기기
바이오헬스,의료기기,기타 의료기기,932090,9018321000,901832,9018,주사침
바이오헬스,의료기기,기타 의료기기,932090,9018322000,901832,9018,봉합침
바이오헬스,의료기기,기타 의료기기,932090,9018329000,901832,9018,기타
바이오헬스,의료기기,기타 의료기기,932090,9018411000,901841,9018,치과용 드릴 엔진
바이오헬스,의료기기,기타 의료기기,932090,9018419000,901841,9018,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9018501010,901850,9018,레이저 작동식 기기
바이오헬스,의료기기,기타 의료기기,932090,9018501090,901850,9018,기타
바이오헬스,의료기기,기타 의료기기,932090,9018509000,901850,9018,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9019101000,901910,9019,기계요법용 기기
바이오헬스,의료기기,기타 의료기기,932090,9019103000,901910,9019,심리학적 적성검사용 기기
바이오헬스,의료기기,기타 의료기기,932090,9019109000,901910,9019,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9019202000,901920,9019,산소 흡입기
바이오헬스,의료기기,기타 의료기기,932090,9019203000,901920,9019,에어로졸 치료기
바이오헬스,의료기기,기타 의료기기,932090,9019204000,901920,9019,인공호흡기
바이오헬스,의료기기,기타 의료기기,932090,9019208000,901920,9019,기타
바이오헬스,의료기기,기타 의료기기,932090,9019209000,901920,9019,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9020001000,902000,9020,가스마스크
바이오헬스,의료기기,기타 의료기기,932090,9020008000,902000,9020,그 밖의 호흡용 기기
바이오헬스,의료기기,기타 의료기기,932090,9020009000,902000,9020,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9021391000,902139,9021,인공수정체
바이오헬스,의료기기,기타 의료기기,932090,9021399000,902139,9021,기타
바이오헬스,의료기기,기타 의료기기,932090,9021400000,902140,9021,보청기(부분품과 부속품은 제외한다)
바이오헬스,의료기기,기타 의료기기,932090,9021500000,902150,9021,심장박동기(부분품과 부속품은 제외한다)
바이오헬스,의료기기,기타 의료기기,932090,9021901010,902190,9021,스텐트
바이오헬스,의료기기,기타 의료기기,932090,9021901090,902190,9021,기타
바이오헬스,의료기기,기타 의료기기,932090,9021908000,902190,9021,기타
바이오헬스,의료기기,기타 의료기기,932090,9021909000,902190,9021,부분품과 부속품
바이오헬스,의료기기,기타 의료기기,932090,9022141020,902214,9022,혈관조영 촬영장치
바이오헬스,의료기기,기타 의료기기,932090,9022141030,902214,9022,뼈(골)밀도측정기
바이오헬스,의료기기,기타 의료기기,932090,9022141090,902214,9022,기타
바이오헬스,의료기기,기타 의료기기,932090,9022142000,902214,9022,수의과용
바이오헬스,의료기기,기타 의료기기,932090,9022211020,902221,9022,선형 가속치료 장치
바이오헬스,의료기기,기타 의료기기,932090,9022211030,902221,9022,코발트 60 치료기
바이오헬스,의료기기,기타 의료기기,932090,9022211090,902221,9022,기타
바이오헬스,의료기기,기타 의료기기,932090,9022212000,902221,9022,수의과용
바이오헬스,의료기기,기타 의료기기,932090,9025111000,902511,9025,의료용ㆍ수의과용 온도계
바이오헬스,의료기기,기타 의료기기,932090,9025119000,902511,9025,기타
바이오헬스,의료기기,기타 의료기기,932090,9025192090,902519,9025,기타
바이오헬스,의료기기,기타 의료기기,932090,9027503000,902750,9027,비색계
바이오헬스,의료기기,기타 의료기기,932090,9402101000,940210,9402,내과용ㆍ외과용ㆍ치과용 의자
바이오헬스,의료기기,기타 의료기기,932090,9402901000,940290,9402,수술대
바이오헬스,의료기기,기타 의료기기,932090,9402908000,940290,9402,기타
바이오헬스,의료기기,기타 의료기기,932090,9402909000,940290,9402,부분품
바이오헬스,의료기기,기타 의료기기,932090,9404100000,940410,9404,매트리스 서포트(mattress support)
이차전지,배터리 셀,EV용 리튬이온배터리,836110,8507602000,850760,8507,EV·HEV용 리튬이온배터리
이차전지,배터리 셀,ESS용 리튬이온배터리,836110,8507603000,850760,8507,ESS용 리튬이온배터리
이차전지,배터리 셀,기타 리튬이온배터리,836110,8507609000,850760,8507,기타 리튬이온배터리
이차전지,배터리 셀,연산축전지,836120,8507100000,850710,8507,피스톤식 엔진 시동용 연산(鉛酸)축전지
이차전지,배터리 셀,연산축전지,836120,8507200000,850720,8507,그 밖의 연산(鉛酸)축전지
이차전지,배터리 셀,기타 이차전지,836130,8507300000,850730,8507,니켈-카드뮴 축전지
이차전지,배터리 셀,기타 이차전지,836130,8507500000,850750,8507,니켈-수소합금 축전지
이차전지,배터리 셀,기타 이차전지,836130,8507800000,850780,8507,그 밖의 축전지
이차전지,배터리 부품,배터리 부품,836140,8507901000,850790,8507,격리판
이차전지,배터리 부품,배터리 부품,836140,8507909000,850790,8507,기타 배터리 부품
이차전지,배터리 소재,양극재,836210,2841691000,284169,2841,LMO 계열 양극재
이차전지,배터리 소재,양극재,836210,2841909010,284190,2841,LCO 양극재
이차전지,배터리 소재,양극재,836210,2841909020,284190,2841,NCM 양극재
이차전지,배터리 소재,양극재,836210,2841909030,284190,2841,NCA 양극재
이차전지,배터리 소재,양극재,836210,2841909040,284190,2841,NCMA 양극재
이차전지,배터리 소재,전해액·전해질 기타,836220,2826909000,282690,2826,전해액·전해질 기타
이차전지,배터리 소재,전해액 첨가제,836220,3824999052,382499,3824,전해액 첨가제
이차전지,배터리 소재,전해액,836220,3824999053,382499,3824,전해액
이차전지,배터리 소재,분리막,836230,3921191010,392119,3921,분리막
이차전지,배터리 소재,분리막,836230,3921192010,392119,3921,분리막
전기기기,발전설비,원자력 기기,841110,8401100000,840110,8401,원자로
전기기기,발전설비,원자력 기기,841110,8401200000,840120,8401,동위원소 분리용 기기와 그 부분품
전기기기,발전설비,원자력 기기,841110,8401400000,840140,8401,원자로의 부분품
전기기기,회전기기,전동기,841121,8501710000,850171,8501,출력이 50와트 이하인 것
전기기기,회전기기,전동기,841121,8501721000,850172,8501,출력이 50와트 초과 750와트 이하인 것
전기기기,회전기기,전동기,841121,8501722000,850172,8501,출력이 750와트 초과 75킬로와트 이하인 것
전기기기,회전기기,전동기,841121,8501723000,850172,8501,출력이 75킬로와트 초과 375킬로와트 이하인 것
전기기기,회전기기,전동기,841121,8501724000,850172,8501,출력이 375킬로와트를 초과하는 것
전기기기,회전기기,발전기,841129,8501312000,850131,8501,직류 발전기
전기기기,회전기기,발전기,841129,8501322000,850132,8501,직류 발전기
전기기기,회전기기,연료전지,841129,8501332010,850133,8501,연료전지스택
전기기기,회전기기,전동기,841129,8501332090,850133,8501,기타
전기기기,회전기기,발전기,841129,8501342000,850134,8501,직류 발전기
전기기기,회전기기,전동기,841131,8501801000,850180,8501,출력이 750볼트암페어 이하인 것
전기기기,회전기기,전동기,841131,8501802000,850180,8501,출력이 750볼트암페어 초과 75킬로볼트암페어 이하인 것
전기기기,회전기기,전동기,841131,8501803000,850180,8501,출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것
전기기기,회전기기,전동기,841131,8501804010,850180,8501,400킬로와트에 상응하는 출력 이상인 것
전기기기,회전기기,전동기,841131,8501804090,850180,8501,기타
전기기기,회전기기,전동기,841131,8501805000,850180,8501,출력이 750킬로볼트암페어를 초과하는 것
전기기기,회전기기,전동기,841139,8501611000,850161,8501,출력이 750볼트암페어 이하인 것
전기기기,회전기기,전동기,841139,8501612000,850161,8501,출력이 750볼트암페어 초과 75킬로볼트암페어 이하인 것
전기기기,회전기기,연료전지,841139,8501621000,850162,8501,연료전지시스템
전기기기,회전기기,전동기,841139,8501629000,850162,8501,기타
전기기기,회전기기,전동기,841139,8501631000,850163,8501,400킬로와트에 상응하는 출력 이상인 것
전기기기,회전기기,전동기,841139,8501639000,850163,8501,기타
전기기기,회전기기,전동기,841139,8501640000,850164,8501,출력이 750킬로볼트암페어를 초과하는 것
전기기기,발전설비,발전기 세트,841140,8502111000,850211,8502,출력이 750VA 이하인 것
전기기기,발전설비,발전기 세트,841140,8502112000,850211,8502,출력이 750VA 초과 75kVA 이하인 것
전기기기,발전설비,발전기 세트,841140,8502120000,850212,8502,출력이 75kVA 초과 375kVA 이하인 것
전기기기,발전설비,발전기 세트,841140,8502131010,850213,8502,400kW에 상응하는 출력 이상인 것
전기기기,발전설비,발전기 세트,841140,8502131090,850213,8502,기타
전기기기,발전설비,발전기 세트,841140,8502132000,850213,8502,"출력이 750kVA 초과 3,500kVA 이하인 것"
전기기기,발전설비,발전기 세트,841140,8502134000,850213,8502,"출력이 3,500kVA를 초과하는 것"
전기기기,발전설비,발전기 세트,841140,8502201000,850220,8502,출력이 75kVA 이하인 것
전기기기,발전설비,발전기 세트,841140,8502202000,850220,8502,출력이 75kVA 초과 375kVA 이하인 것
전기기기,발전설비,발전기 세트,841140,8502203010,850220,8502,400kW에 상응하는 출력 이상인 것
전기기기,발전설비,발전기 세트,841140,8502203090,850220,8502,기타
전기기기,발전설비,발전기 세트,841140,8502204000,850220,8502,출력이 750kVA를 초과하는 것
전기기기,기타 전기기기,기타 전기기기,841150,8483602000,848360,8483,풍력발전기용
전기기기,기타 전기기기,기타 전기기기,841150,8483902000,848390,8483,풍력발전기용
전기기기,발전설비,풍력발전기,841150,8502311000,850231,8502,출력이 75kVA 이하인 것
전기기기,발전설비,풍력발전기,841150,8502312000,850231,8502,출력이 75kVA 초과 750kVA 이하인 것
전기기기,발전설비,풍력발전기,841150,8502314000,850231,8502,출력이 750kVA를 초과하는 것
전기기기,발전설비,기타 발전기·회전변환기,841170,8502391000,850239,8502,출력이 75kVA 이하인 것
전기기기,발전설비,기타 발전기·회전변환기,841170,8502392000,850239,8502,출력이 75kVA 초과 375kVA 이하인 것
전기기기,발전설비,기타 발전기·회전변환기,841170,8502393000,850239,8502,출력이 375kVA 초과 750kVA 이하인 것
전기기기,발전설비,기타 발전기·회전변환기,841170,8502394000,850239,8502,출력이 750kVA를 초과하는 것
전기기기,발전설비,기타 발전기·회전변환기,841170,8502400000,850240,8502,회전변환기
전기기기,발전설비,태양광 모듈,841180,8541430000,854143,8541,태양광 모듈·패널
전기기기,변압기,변압기,841210,8504219010,850421,8504,유입변압기 - 용량이 100kVA 이하인 것
전기기기,변압기,변압기,841210,8504219020,850421,8504,유입변압기 - 용량이 100kVA 초과 650kVA 이하인 것
전기기기,변압기,변압기,841210,8504229010,850422,8504,"유입변압기 - 용량이 650kVA 초과 1,000kVA 이하인 것"
전기기기,변압기,변압기,841210,8504229020,850422,8504,"유입변압기 - 용량이 1,000kVA 초과 5,000kVA 이하인 것"
전기기기,변압기,변압기,841210,8504229030,850422,8504,"유입변압기 - 용량이 5,000kVA 초과 10,000kVA 이하인 것"
전기기기,변압기,변압기,841210,8504230000,850423,8504,"유입변압기 - 용량이 10,000kVA를 초과하는 것"
전기기기,변압기,변압기,841220,8504319010,850431,8504,기타 변압기(건식 포함) - 용량이 100VA 이하인 것
전기기기,변압기,변압기,841220,8504319020,850431,8504,기타 변압기(건식 포함) - 용량이 100VA 초과 500VA 이하인 것
전기기기,변압기,변압기,841220,8504319040,850431,8504,기타 변압기(건식 포함) - 용량이 500VA 초과 1kVA 이하인 것
전기기기,변압기,변압기,841220,8504329010,850432,8504,기타 변압기(건식 포함) - 용량이 1kVA 초과 5kVA 이하인 것
전기기기,변압기,변압기,841220,8504329020,850432,8504,기타 변압기(건식 포함) - 용량이 5kVA 초과 16kVA 이하인 것
전기기기,변압기,변압기,841220,8504339010,850433,8504,기타 변압기(건식 포함) - 용량이 16kVA 초과 30kVA 이하인 것
전기기기,변압기,변압기,841220,8504339020,850433,8504,기타 변압기(건식 포함) - 용량이 30kVA 초과 100kVA 이하인 것
전기기기,변압기,변압기,841220,8504339040,850433,8504,기타 변압기(건식 포함) - 용량이 100kVA 초과 500kVA 이하인 것
전기기기,변압기,변압기,841220,8504349010,850434,8504,"기타 변압기(건식 포함) - 용량이 500kVA 초과 2,000kVA 이하인 것"
전기기기,변압기,변압기,841220,8504349030,850434,8504,"기타 변압기(건식 포함) - 용량이 2,000kVA를 초과하는 것"
전기기기,변압기,계기용 변압기,841230,8504211000,850421,8504,계기용 변압기
전기기기,변압기,계기용 변압기,841230,8504221000,850422,8504,계기용 변압기
전기기기,변압기,계기용 변압기,841230,8504311000,850431,8504,계기용 변압기
전기기기,변압기,계기용 변압기,841230,8504321000,850432,8504,계기용 변압기
전기기기,변압기,계기용 변압기,841230,8504331000,850433,8504,계기용 변압기
전기기기,변압기,계기용 변압기,841230,8504341000,850434,8504,계기용 변압기
전기기기,전력변환·조정,전압조정기,841240,8504312000,850431,8504,전압조정기
전기기기,전력변환·조정,전압조정기,841240,8504322000,850432,8504,전압조정기
전기기기,전력변환·조정,전압조정기,841240,8504332000,850433,8504,전압조정기
전기기기,전력변환·조정,전압조정기,841240,8504342000,850434,8504,전압조정기
전기기기,개폐·보호기기,차단기,841310,8535211000,853521,8535,정격전압이 7.25킬로볼트 미만인 것
전기기기,개폐·보호기기,차단기,841310,8535212000,853521,8535,정격전압이 7.25킬로볼트 이상 72.5킬로볼트 미만인 것
전기기기,개폐·보호기기,차단기,841310,8535291000,853529,8535,정격전압이 200킬로볼트 미만인 것
전기기기,개폐·보호기기,차단기,841310,8535292000,853529,8535,정격전압이 200킬로볼트 이상인 것
전기기기,개폐·보호기기,개폐기,841310,8535301000,853530,8535,정격전압이 7.25킬로볼트 미만인 것
전기기기,개폐·보호기기,개폐기,841310,8535302000,853530,8535,정격전압이 7.25킬로볼트 이상 72.5킬로볼트 미만인 것
전기기기,개폐·보호기기,개폐기,841310,8535303000,853530,8535,정격전압이 72.5킬로볼트 이상인 것
전기기기,개폐·보호기기,차단기,841320,8536200000,853620,8536,자동차단기
전기기기,개폐·보호기기,개폐기,841320,8536501000,853650,8536,회전형
전기기기,개폐·보호기기,개폐기,841320,8536502000,853650,8536,푸쉬 버튼형
전기기기,개폐·보호기기,개폐기,841320,8536503000,853650,8536,마이크로형
전기기기,개폐·보호기기,개폐기,841320,8536504000,853650,8536,전자개폐형(전자접속기를 포함한다)
전기기기,개폐·보호기기,개폐기,841320,8536509010,853650,8536,전기기계식의 스냅동작방식의 것(11암페어 이하로 한정한다)
전기기기,개폐·보호기기,개폐기,841320,8536509020,853650,8536,교류(AC)방식의 것(입출력 회로가 광학적으로 짝지워진 것으로 한정한다)
전기기기,개폐·보호기기,개폐기,841320,8536509030,853650,8536,"온도보호용의 것(1,000볼트 이하의 전압용으로 트랜지스터와 논리칩으로 구성된 것으로 한정한다)"
전기기기,개폐·보호기기,개폐기,841320,8536509090,853650,8536,기타
전기기기,개폐·접속기기,고압 접속기기,841330,8535901000,853590,8535,커넥터
전기기기,개폐·접속기기,고압 접속기기,841330,8535902000,853590,8535,터미널
전기기기,절연기기,애자·절연물,841340,8546100000,854610,8546,유리로 만든 것
전기기기,절연기기,애자·절연물,841340,8546200000,854620,8546,도자제의 것
전기기기,절연기기,애자·절연물,841340,8546901000,854690,8546,플라스틱으로 만든 애자
전기기기,절연기기,애자·절연물,841340,8546909000,854690,8546,기타
전기기기,기타 전기기기,기타 전기기기,841390,8504501090,850450,8504,기타
전기기기,기타 전기기기,기타 전기기기,841390,8532100000,853210,8532,"고정식 축전기로 50/60헤르츠 회로에서 사용하고, 무효(無效)전력 용량이 0.5킬로바르 이상인 것(전력용 축전기)"
전기기기,개폐·보호기기,퓨즈,841390,8535100000,853510,8535,퓨즈
전기기기,개폐·보호기기,피뢰기·서지보호기,841390,8535400000,853540,8535,피뢰기ㆍ전압제한기와 서지(surge)억제기
전기기기,개폐·접속기기,고압 접속기기,841390,8535909000,853590,8535,기타
전기기기,개폐·보호기기,계전기·보호기기,841390,8536300000,853630,8536,전기회로 보호용 그 밖의 기기
전기기기,개폐·보호기기,계전기·보호기기,841390,8536490000,853649,8536,기타
전기기기,배전·제어,배전반·제어반,841420,8537203000,853720,8537,배전용의 것
전기기기,배전·제어,배전반·제어반,841430,8537204000,853720,8537,전기제어용의 것
전기기기,기타 전기기기,기타 전기기기,841440,9028301010,902830,9028,전류가 50암페어 이상인 것
전기기기,기타 전기기기,기타 전기기기,841440,9028301020,902830,9028,전류가 50암페어 미만인 것
전기기기,전선·케이블,전력·통신 케이블,841510,8544491090,854449,8544,기타
전기기기,전선·케이블,전력·통신 케이블,841510,8544492090,854449,8544,기타
전기기기,전선·케이블,전력·통신 케이블,841510,8544499090,854449,8544,기타
