20대품목,중분류,세부분류,MTI6,HSK10,HS6,HS4,HSK 품목명
반도체,메모리반도체,DRAM,831110,8473304060,847330,8473,DRAM 모듈
반도체,메모리반도체,DRAM,831110,8542321010,854232,8542,DRAM
반도체,메모리반도체,NAND,831120,8542321030,854232,8542,NAND·플래시
반도체,메모리반도체,SRAM,831130,8542321020,854232,8542,SRAM
반도체,메모리반도체,기타 메모리,831190,8542321090,854232,8542,기타
반도체,메모리반도체,기타 메모리,831190,8542322000,854232,8542,하이브리드 집적회로
반도체,메모리반도체,기타 메모리,831190,8542323000,854232,8542,복합구조칩 집적회로
반도체,메모리반도체,기타 메모리,831190,8542324000,854232,8542,MCO
반도체,시스템반도체,프로세서·컨트롤러,831210,8542311000,854231,8542,프로세서·컨트롤러 IC
반도체,시스템반도체,프로세서·컨트롤러,831210,8542312000,854231,8542,프로세서·컨트롤러 IC
반도체,시스템반도체,프로세서·컨트롤러,831210,8542313000,854231,8542,프로세서·컨트롤러 IC
반도체,시스템반도체,프로세서·컨트롤러,831210,8542314000,854231,8542,프로세서·컨트롤러 IC
반도체,시스템반도체,증폭기 IC,831220,8542331000,854233,8542,증폭기 IC
반도체,시스템반도체,증폭기 IC,831220,8542332000,854233,8542,증폭기 IC
반도체,시스템반도체,증폭기 IC,831220,8542333000,854233,8542,증폭기 IC
반도체,시스템반도체,증폭기 IC,831220,8542334000,854233,8542,증폭기 IC
반도체,시스템반도체,기타 시스템 IC,831230,8523521000,852352,8523,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8523522000,852352,8523,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8523529000,852352,8523,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8542391000,854239,8542,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8542392000,854239,8542,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8542393000,854239,8542,기타 시스템 IC
반도체,시스템반도체,기타 시스템 IC,831230,8542394000,854239,8542,기타 시스템 IC
반도체,시스템반도체,IC 부품·모듈,831240,8542900000,854290,8542,IC 부품·초소형 조립회로
반도체,시스템반도체,IC 부품·모듈,831240,8543901000,854390,8543,IC 부품·초소형 조립회로
반도체,시스템반도체,IC 부품·모듈,831240,8548001000,854800,8548,IC 부품·초소형 조립회로
반도체,개별소자,개별소자,831310,8541211000,854121,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,개별소자,개별소자,831310,8541219000,854121,8541,기타
반도체,개별소자,개별소자,831310,8541291000,854129,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,개별소자,개별소자,831310,8541299000,854129,8541,기타
반도체,개별소자,개별소자,831320,8541101000,854110,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,개별소자,개별소자,831320,8541109000,854110,8541,기타
반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,8541511000,854151,8541,센서
반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,8541512000,854151,8541,액추에이터
반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,8541513000,854151,8541,공진기
반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,8541514000,854151,8541,오실레이터
반도체,개별소자,개별소자,831340,8541902000,854190,8541,개별소자 부품 - 다이오드의 것
반도체,개별소자,개별소자,831340,8541903000,854190,8541,개별소자 부품 - 트랜지스터의 것
반도체,개별소자,개별소자,831340,8541909000,854190,8541,개별소자 부품 - 기타
반도체,개별소자,개별소자,831390,8541301000,854130,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,개별소자,개별소자,831390,8541302000,854130,8541,사이리스터(thyristor)
반도체,개별소자,개별소자,831390,8541303000,854130,8541,다이액(diac)
반도체,개별소자,개별소자,831390,8541304000,854130,8541,트라이액(triac)
반도체,광전자,광전자 소자,831390,8541411000,854141,8541,레이저소자
반도체,광전자,광전자 소자,831390,8541419000,854141,8541,기타
반도체,광전자,광전자 소자,831390,8541420000,854142,8541,태양전지 셀
반도체,광전자,광전자 소자,831390,8541491000,854149,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,광전자,광전자 소자,831390,8541492000,854149,8541,광전도 셀
반도체,광전자,광전자 소자,831390,8541493000,854149,8541,전하결합소자
반도체,광전자,광전자 소자,831390,8541499000,854149,8541,기타
반도체,개별소자,개별소자,831390,8541591000,854159,8541,"칩, 다이스와 절단되지 않은 웨이퍼"
반도체,개별소자,개별소자,831390,8541599000,854159,8541,기타
반도체,기타 반도체 소자,압전결정·기타,831390,8541601000,854160,8541,수정진동자
반도체,기타 반도체 소자,압전결정·기타,831390,8541609000,854160,8541,기타
반도체,반도체 소재,실리콘웨이퍼,831400,3818001000,381800,3818,실리콘웨이퍼
반도체,반도체 소재,실리콘웨이퍼,831400,3818002010,381800,3818,실리콘웨이퍼
반도체,반도체 소재,실리콘웨이퍼,831400,3818002090,381800,3818,실리콘웨이퍼
자동차,트랙터,트랙터 신차,741110,8701211000,870121,8701,트랙터 신차
자동차,트랙터,트랙터,741110,8701300000,870130,8701,무한궤도식 트랙터
자동차,트랙터,트랙터 신차,741110,8701911010,870191,8701,트랙터 신차
자동차,트랙터,트랙터 신차,741110,8701921010,870192,8701,트랙터 신차
자동차,트랙터,트랙터,741110,8701929000,870192,8701,트랙터 - 기타
자동차,트랙터,트랙터 신차,741110,8701931010,870193,8701,트랙터 신차
자동차,트랙터,트랙터,741110,8701939000,870193,8701,트랙터 - 기타
자동차,트랙터,트랙터 신차,741110,8701941010,870194,8701,트랙터 신차
자동차,트랙터,트랙터,741110,8701949000,870194,8701,트랙터 - 기타
자동차,트랙터,트랙터 신차,741110,8701951010,870195,8701,트랙터 신차
자동차,트랙터,트랙터,741110,8701959000,870195,8701,트랙터 - 기타
자동차,트랙터,트랙터 중고차,741120,8701212000,870121,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741120,8701911020,870191,8701,트랙터 중고차
자동차,트랙터,트랙터,741120,8701919000,870191,8701,트랙터 - 기타
자동차,트랙터,트랙터 중고차,741120,8701921020,870192,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741120,8701931020,870193,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741120,8701941020,870194,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741120,8701951020,870195,8701,트랙터 중고차
자동차,트랙터,트랙터 신차,741130,8701221000,870122,8701,트랙터 신차
자동차,트랙터,트랙터 신차,741130,8701231000,870123,8701,트랙터 신차
자동차,트랙터,트랙터 신차,741130,8701291000,870129,8701,트랙터 신차
자동차,트랙터,트랙터 중고차,741140,8701222000,870122,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741140,8701232000,870123,8701,트랙터 중고차
자동차,트랙터,트랙터 중고차,741140,8701292000,870129,8701,트랙터 중고차
자동차,트랙터,트랙터 신차,741150,8701241000,870124,8701,트랙터 신차
자동차,트랙터,트랙터 중고차,741160,8701242000,870124,8701,트랙터 중고차
자동차,버스·승합차,버스·승합차 신차,741210,8702101010,870210,8702,디젤 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741210,8702102010,870210,8702,디젤 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741210,8702103010,870210,8702,디젤 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741210,8702901010,870290,8702,기타 내연기관 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741210,8702902010,870290,8702,기타 내연기관 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741210,8702903010,870290,8702,기타 내연기관 버스·승합차 신차
자동차,버스·승합차,버스·승합차 중고차,741220,8702101020,870210,8702,디젤 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741220,8702102020,870210,8702,디젤 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741220,8702103020,870210,8702,디젤 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741220,8702901020,870290,8702,기타 내연기관 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741220,8702902020,870290,8702,기타 내연기관 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741220,8702903020,870290,8702,기타 내연기관 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 신차,741230,8702201000,870220,8702,하이브리드 버스·승합차 신차
자동차,버스·승합차,버스·승합차 신차,741230,8702301000,870230,8702,하이브리드 버스·승합차 신차
자동차,버스·승합차,버스·승합차 중고차,741240,8702202000,870220,8702,하이브리드 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 중고차,741240,8702302000,870230,8702,하이브리드 버스·승합차 중고차
자동차,버스·승합차,버스·승합차 신차,741250,8702401000,870240,8702,전기 버스·승합차 신차
자동차,버스·승합차,버스·승합차 중고차,741260,8702402000,870240,8702,전기 버스·승합차 중고차
자동차,승용차,승용차 신차,741310,8703217000,870321,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703227000,870322,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703231010,870323,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703239010,870323,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703241010,870324,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703249010,870324,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703317000,870331,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703321010,870332,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703329010,870332,8703,내연기관 승용차 신차
자동차,승용차,승용차 신차,741310,8703337000,870333,8703,내연기관 승용차 신차
자동차,승용차,승용차,741310,8703900000,870390,8703,기타 동력 승용차
자동차,승용차,승용차 중고차,741320,8703218000,870321,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703228000,870322,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703231020,870323,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703239020,870323,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703241020,870324,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703249020,870324,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703318000,870331,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703321020,870332,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703329020,870332,8703,내연기관 승용차 중고차
자동차,승용차,승용차 중고차,741320,8703338000,870333,8703,내연기관 승용차 중고차
자동차,승용차,승용차 신차,741330,8703401000,870340,8703,HEV 승용차 신차
자동차,승용차,승용차 신차,741330,8703501000,870350,8703,HEV 승용차 신차
자동차,승용차,승용차 신차,741330,8703601000,870360,8703,PHEV 승용차 신차
자동차,승용차,승용차 신차,741330,8703701000,870370,8703,PHEV 승용차 신차
자동차,승용차,승용차 중고차,741340,8703402000,870340,8703,HEV 승용차 중고차
자동차,승용차,승용차 중고차,741340,8703502000,870350,8703,HEV 승용차 중고차
자동차,승용차,승용차 중고차,741340,8703602000,870360,8703,PHEV 승용차 중고차
자동차,승용차,승용차 중고차,741340,8703702000,870370,8703,PHEV 승용차 중고차
자동차,승용차,승용차 신차,741350,8703801000,870380,8703,전기차 승용차 신차
자동차,승용차,승용차 중고차,741360,8703802000,870380,8703,전기차 승용차 중고차
자동차,화물차,특장 화물차,741410,8704100000,870410,8704,오프하이웨이 덤프차
자동차,화물차,화물차 신차,741410,8704211010,870421,8704,디젤 화물차 신차
자동차,화물차,특장 화물차,741410,8704219010,870421,8704,디젤 냉동·냉장차
자동차,화물차,특장 화물차,741410,8704219020,870421,8704,디젤 탱크차
자동차,화물차,특장 화물차,741410,8704219090,870421,8704,디젤 기타 특장
자동차,화물차,화물차 신차,741410,8704221011,870422,8704,디젤 화물차 신차
자동차,화물차,화물차 신차,741410,8704221091,870422,8704,디젤 화물차 신차
자동차,화물차,특장 화물차,741410,8704229010,870422,8704,디젤 냉동·냉장차
자동차,화물차,특장 화물차,741410,8704229090,870422,8704,디젤 기타 특장
자동차,화물차,화물차 신차,741410,8704231010,870423,8704,디젤 화물차 신차
자동차,화물차,특장 화물차,741410,8704239010,870423,8704,디젤 냉동·냉장차
자동차,화물차,특장 화물차,741410,8704239090,870423,8704,디젤 기타 특장
자동차,화물차,화물차 신차,741410,8704311010,870431,8704,가솔린 화물차 신차
자동차,화물차,특장 화물차,741410,8704319010,870431,8704,가솔린 냉동·냉장차
자동차,화물차,특장 화물차,741410,8704319090,870431,8704,가솔린 기타 특장
자동차,화물차,화물차 신차,741410,8704321010,870432,8704,가솔린 화물차 신차
자동차,화물차,특장 화물차,741410,8704329010,870432,8704,가솔린 냉동·냉장차
자동차,화물차,특장 화물차,741410,8704329020,870432,8704,가솔린 탱크차
자동차,화물차,특장 화물차,741410,8704329090,870432,8704,가솔린 기타 특장
자동차,화물차,화물차 중고차,741420,8704211020,870421,8704,디젤 화물차 중고차
자동차,화물차,화물차 중고차,741420,8704221012,870422,8704,디젤 화물차 중고차
자동차,화물차,화물차 중고차,741420,8704221092,870422,8704,디젤 화물차 중고차
자동차,화물차,특장 화물차,741420,8704229020,870422,8704,디젤 탱크차
자동차,화물차,화물차 중고차,741420,8704231020,870423,8704,디젤 화물차 중고차
자동차,화물차,특장 화물차,741420,8704239020,870423,8704,디젤 탱크차
자동차,화물차,화물차 중고차,741420,8704311020,870431,8704,가솔린 화물차 중고차
자동차,화물차,특장 화물차,741420,8704319020,870431,8704,가솔린 탱크차
자동차,화물차,화물차 중고차,741420,8704321020,870432,8704,가솔린 화물차 중고차
자동차,화물차,화물차 신차,741430,8704411010,870441,8704,디젤 하이브리드 화물차 신차
자동차,화물차,특장 화물차,741430,8704419010,870441,8704,디젤 하이브리드 냉동·냉장차
자동차,화물차,특장 화물차,741430,8704419020,870441,8704,디젤 하이브리드 탱크차
자동차,화물차,특장 화물차,741430,8704419090,870441,8704,디젤 하이브리드 기타 특장
자동차,화물차,화물차 신차,741430,8704421010,870442,8704,디젤 하이브리드 화물차 신차
자동차,화물차,특장 화물차,741430,8704429010,870442,8704,디젤 하이브리드 냉동·냉장차
자동차,화물차,특장 화물차,741430,8704429020,870442,8704,디젤 하이브리드 탱크차
자동차,화물차,특장 화물차,741430,8704429090,870442,8704,디젤 하이브리드 기타 특장
자동차,화물차,화물차 신차,741430,8704431010,870443,8704,디젤 하이브리드 화물차 신차
자동차,화물차,특장 화물차,741430,8704439010,870443,8704,디젤 하이브리드 냉동·냉장차
자동차,화물차,특장 화물차,741430,8704439020,870443,8704,디젤 하이브리드 탱크차
자동차,화물차,특장 화물차,741430,8704439090,870443,8704,디젤 하이브리드 기타 특장
자동차,화물차,화물차 신차,741430,8704511010,870451,8704,가솔린 하이브리드 화물차 신차
자동차,화물차,특장 화물차,741430,8704519010,870451,8704,가솔린 하이브리드 냉동·냉장차
자동차,화물차,특장 화물차,741430,8704519020,870451,8704,가솔린 하이브리드 탱크차
자동차,화물차,특장 화물차,741430,8704519090,870451,8704,가솔린 하이브리드 기타 특장
자동차,화물차,화물차 신차,741430,8704521010,870452,8704,가솔린 하이브리드 화물차 신차
자동차,화물차,특장 화물차,741430,8704529010,870452,8704,가솔린 하이브리드 냉동·냉장차
자동차,화물차,특장 화물차,741430,8704529020,870452,8704,가솔린 하이브리드 탱크차
자동차,화물차,특장 화물차,741430,8704529090,870452,8704,가솔린 하이브리드 기타 특장
자동차,화물차,화물차 중고차,741440,8704411020,870441,8704,디젤 하이브리드 화물차 중고차
자동차,화물차,화물차 중고차,741440,8704421020,870442,8704,디젤 하이브리드 화물차 중고차
자동차,화물차,화물차 중고차,741440,8704431020,870443,8704,디젤 하이브리드 화물차 중고차
자동차,화물차,화물차 중고차,741440,8704511020,870451,8704,가솔린 하이브리드 화물차 중고차
자동차,화물차,화물차 중고차,741440,8704521020,870452,8704,가솔린 하이브리드 화물차 중고차
자동차,화물차,화물차 신차,741450,8704601010,870460,8704,전기 화물차 신차
자동차,화물차,특장 화물차,741450,8704609010,870460,8704,전기 냉동·냉장차
자동차,화물차,특장 화물차,741450,8704609020,870460,8704,전기 탱크차
자동차,화물차,특장 화물차,741450,8704609090,870460,8704,전기 기타 특장
자동차,화물차,화물차 신차,741450,8704901010,870490,8704,기타 동력 화물차 신차
자동차,화물차,특장 화물차,741450,8704909010,870490,8704,기타 동력 냉동·냉장차
자동차,화물차,특장 화물차,741450,8704909020,870490,8704,기타 동력 탱크차
자동차,화물차,특장 화물차,741450,8704909090,870490,8704,기타 동력 기타 특장
자동차,화물차,화물차 중고차,741460,8704601020,870460,8704,전기 화물차 중고차
자동차,화물차,화물차 중고차,741460,8704901020,870490,8704,기타 동력 화물차 중고차
자동차,특수목적차,특수목적차,741500,8705101000,870510,8705,신축붐식
자동차,특수목적차,특수목적차,741500,8705102000,870510,8705,앵글식
자동차,특수목적차,특수목적차,741500,8705109000,870510,8705,기타
자동차,특수목적차,특수목적차,741500,8705200000,870520,8705,이동식 시추용 데릭(derrick)차
자동차,특수목적차,특수목적차,741500,8705300000,870530,8705,소방차
자동차,특수목적차,특수목적차,741500,8705400000,870540,8705,콘크리트믹서 운반차
자동차,특수목적차,특수목적차,741500,8705901010,870590,8705,농업용 살포차
자동차,특수목적차,특수목적차,741500,8705901090,870590,8705,기타
자동차,특수목적차,특수목적차,741500,8705909010,870590,8705,구난차
자동차,특수목적차,특수목적차,741500,8705909020,870590,8705,도로청소차
자동차,특수목적차,특수목적차,741500,8705909030,870590,8705,이동공작차
자동차,특수목적차,특수목적차,741500,8705909040,870590,8705,이동방송차
자동차,특수목적차,특수목적차,741500,8705909050,870590,8705,이동진료차
자동차,특수목적차,특수목적차,741500,8705909060,870590,8705,이동통신차와 레이더차
자동차,특수목적차,특수목적차,741500,8705909070,870590,8705,제설차
자동차,특수목적차,특수목적차,741500,8705909090,870590,8705,기타
자동차,기타 차량류,산업용 운반차,741600,8427901000,842790,8427,수동식 팰릿(pallet) 트럭
자동차,기타 차량류,산업용 운반차,741600,8427909000,842790,8427,기타
자동차,기타 차량류,레저·특수 소형차,741600,8703101000,870310,8703,설상주행용
자동차,기타 차량류,레저·특수 소형차,741600,8703102000,870310,8703,골프용차
자동차,기타 차량류,레저·특수 소형차,741600,8703109000,870310,8703,기타
자동차,기타 차량류,산업용 운반차,741600,8709110000,870911,8709,전기식의 것
자동차,기타 차량류,산업용 운반차,741600,8709190000,870919,8709,기타
자동차,기타 차량류,트레일러·세미트레일러,741600,8716100000,871610,8716,트레일러와 세미트레일러(이동주택형으로서 주거용과 캠핑용으로 한정한다)
자동차,기타 차량류,트레일러·세미트레일러,741600,8716310000,871631,8716,탱커 트레일러(tanker trailer)와 탱커 세미트레일러(tanker semi-trailer)
자동차,기타 차량류,트레일러·세미트레일러,741600,8716390000,871639,8716,기타
자동차,기타 차량류,트레일러·세미트레일러,741600,8716400000,871640,8716,그 밖의 트레일러와 세미트레일러
자동차,기타 차량류,비동력 운반차,741600,8716801000,871680,8716,손수레
자동차,기타 차량류,비동력 운반차,741600,8716802000,871680,8716,우마차
자동차,기타 차량류,비동력 운반차,741600,8716803000,871680,8716,썰매
자동차,기타 차량류,비동력 운반차,741600,8716809000,871680,8716,기타
자동차부품,섀시,스프링,742000,7320101000,732010,7320,차량용 스프링
자동차부품,섀시,스프링,742000,7320201000,732020,7320,차량용 스프링
자동차부품,파워트레인,엔진 부품,742000,8409997000,840999,8409,디젤 엔진 부품
자동차부품,파워트레인,연료펌프,742000,8413304000,841330,8413,자동차용 연료·윤활유 펌프
자동차부품,파워트레인,엔진 오일필터,742000,8421231000,842123,8421,엔진용 오일필터
자동차부품,파워트레인,흡기필터,742000,8421311000,842131,8421,엔진용 흡기필터
자동차부품,파워트레인,구동축·크랭크축,742000,8483109010,848310,8483,자동차용 구동축
자동차부품,파워트레인,엔진·파워트레인 부품,742000,8483409040,848340,8483,롤러 스크루
자동차부품,파워트레인,엔진·파워트레인 부품,742000,8484101000,848410,8484,제87류 차량용
자동차부품,전장,점화·시동·발전 부품,742000,8511102000,851110,8511,제87류 차량용
자동차부품,전장,점화·시동·발전 부품,742000,8511109000,851110,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511209000,851120,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511309000,851130,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511402000,851140,8511,제87류 차량용
자동차부품,전장,점화·시동·발전 부품,742000,8511409000,851140,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511509000,851150,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511809000,851180,8511,기타
자동차부품,전장,점화·시동·발전 부품,742000,8511909000,851190,8511,기타
자동차부품,전장,차량 전장부품,742000,8512300000,851230,8512,음향신호용 기구
자동차부품,전장,차량 전장부품,742000,8512400000,851240,8512,윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)
자동차부품,전장,차량 전장부품,742000,8512900000,851290,8512,부분품
자동차부품,차체·섀시,차량 섀시,742000,8706001000,870600,8706,차량 섀시
자동차부품,차체·섀시,차량 섀시,742000,8706002000,870600,8706,차량 섀시
자동차부품,차체·섀시,차량 섀시,742000,8706003000,870600,8706,차량 섀시
자동차부품,차체·섀시,차량 섀시,742000,8706004000,870600,8706,차량 섀시
자동차부품,차체·섀시,차량 섀시,742000,8706005000,870600,8706,차량 섀시
자동차부품,차체·섀시,차체,742000,8707100000,870710,8707,차체
자동차부품,차체·섀시,차체,742000,8707901000,870790,8707,차체
자동차부품,차체·섀시,차체,742000,8707902000,870790,8707,차체
자동차부품,차체·섀시,차체,742000,8707903000,870790,8707,차체
자동차부품,차체·섀시,차체,742000,8707904000,870790,8707,차체
자동차부품,차체·외장,범퍼,742000,8708100000,870810,8708,범퍼
자동차부품,차체·내외장,차체·내외장 부품,742000,8708210000,870821,8708,안전벨트
자동차부품,차체·내외장,차체·내외장 부품,742000,8708220000,870822,8708,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문"
자동차부품,차체·내외장,차체·내외장 부품,742000,8708290000,870829,8708,기타
자동차부품,섀시,브레이크 시스템,742000,8708301000,870830,8708,브레이크 시스템
자동차부품,섀시,브레이크 시스템,742000,8708302000,870830,8708,브레이크 시스템
자동차부품,섀시,브레이크 시스템,742000,8708303000,870830,8708,브레이크 시스템
자동차부품,섀시,브레이크 시스템,742000,8708309000,870830,8708,브레이크 시스템
자동차부품,파워트레인,변속기,742000,8708400000,870840,8708,기어박스·변속기
자동차부품,파워트레인,차축·디퍼렌셜,742000,8708501000,870850,8708,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품
자동차부품,파워트레인,차축·디퍼렌셜,742000,8708502000,870850,8708,비구동 차축과 그 부분품
자동차부품,섀시,휠·휠부품,742000,8708700000,870870,8708,로드휠
자동차부품,섀시,서스펜션,742000,8708800000,870880,8708,서스펜션 시스템
자동차부품,열관리,라디에이터,742000,8708910000,870891,8708,라디에이터
자동차부품,배기,배기시스템,742000,8708920000,870892,8708,머플러·배기관
자동차부품,파워트레인,클러치,742000,8708930000,870893,8708,클러치
자동차부품,섀시,조향시스템,742000,8708940000,870894,8708,스티어링
자동차부품,안전,에어백,742000,8708951000,870895,8708,에어백
자동차부품,안전,에어백,742000,8708959000,870895,8708,에어백
자동차부품,기타 부품,기타 자동차부품,742000,8708991010,870899,8708,제8701호의 것
자동차부품,기타 부품,기타 자동차부품,742000,8708991020,870899,8708,제8702호의 것
자동차부품,기타 부품,기타 자동차부품,742000,8708991030,870899,8708,제8703호의 것
자동차부품,기타 부품,기타 자동차부품,742000,8708991040,870899,8708,제8704호의 것
자동차부품,기타 부품,기타 자동차부품,742000,8708991050,870899,8708,제8705호의 것
자동차부품,기타 부품,기타 자동차부품,742000,8708999000,870899,8708,기타
자동차부품,기타 부품,기타 자동차부품,742000,8709900000,870990,8709,부분품
자동차부품,기타 부품,기타 자동차부품,742000,8716901000,871690,8716,트레일러와 세미트레일러의 것
자동차부품,기타 부품,기타 자동차부품,742000,8716909000,871690,8716,기타
자동차부품,파워트레인,엔진 부품,742010,8409911000,840991,8409,가솔린 엔진 부품
자동차부품,전동화,전기차 구동모터,742130,8501202000,850120,8501,전기차 구동모터
자동차부품,전동화,전기차 구동모터,742130,8501203000,850120,8501,전기차 구동모터
석유제품,경질유,휘발유,133110,2710122000,271012,2710,항공휘발유
석유제품,경질유,휘발유,133110,2710201020,271020,2710,항공휘발유
석유제품,경질유,휘발유,133120,2710121000,271012,2710,자동차휘발유
석유제품,경질유,휘발유,133120,2710201010,271020,2710,자동차휘발유
석유제품,중간유,경유,133200,2710193000,271019,2710,경유
석유제품,중간유,경유,133200,2710209300,271020,2710,경유
석유제품,중간유,경유,133200,2710913000,271091,2710,경유
석유제품,중간유,경유,133200,2710993000,271099,2710,경유
석유제품,중간유,항공유·등유,133310,2710191010,271019,2710,항공유(제트연료)
석유제품,중간유,항공유·등유,133310,2710192020,271019,2710,항공유(제트연료)
석유제품,중간유,항공유·등유,133310,2710209110,271020,2710,항공유(제트연료)
석유제품,중간유,항공유·등유,133310,2710209220,271020,2710,항공유(제트연료)
석유제품,중간유,항공유·등유,133320,2710192010,271019,2710,등유
석유제품,중간유,항공유·등유,133320,2710209210,271020,2710,등유
석유제품,석유화학 원료,나프타·NGL,133400,2710124000,271012,2710,나프타
석유제품,석유화학 원료,나프타·NGL,133400,2710125000,271012,2710,NGL
석유제품,석유화학 원료,나프타·NGL,133400,2710201040,271020,2710,나프타
석유제품,석유화학 원료,나프타·NGL,133400,2710201050,271020,2710,NGL
석유제품,석유화학 원료,나프타·NGL,133400,2710911020,271091,2710,NGL
석유제품,석유화학 원료,나프타·NGL,133400,2710991020,271099,2710,NGL
석유제품,중질유,중유,133510,2710194010,271019,2710,경질 중유(벙커에이유)
석유제품,중질유,중유,133510,2710209410,271020,2710,경질 중유(벙커에이유)
석유제품,중질유,중유,133520,2710194020,271019,2710,중유(벙커비유)
석유제품,중질유,중유,133520,2710209420,271020,2710,중유(벙커비유)
석유제품,중질유,중유,133530,2710194030,271019,2710,벙커시유
석유제품,중질유,중유,133530,2710209430,271020,2710,벙커시유
석유제품,중질유,중유,133590,2710194090,271019,2710,기타
석유제품,중질유,중유,133590,2710209490,271020,2710,기타
석유제품,중질유,중유,133590,2710914010,271091,2710,경질 중유(벙커에이유)ㆍ중유(벙커비유)ㆍ벙커시유의 것
석유제품,중질유,중유,133590,2710914090,271091,2710,기타
석유제품,중질유,중유,133590,2710994010,271099,2710,경질 중유(벙커에이유)ㆍ중유(벙커비유)ㆍ벙커시유의 것
석유제품,중질유,중유,133590,2710994090,271099,2710,기타
석유제품,윤활,윤활유·기유,133600,2710195010,271019,2710,조유(粗油)
석유제품,윤활,윤활유·기유,133600,2710195020,271019,2710,윤활기유
석유제품,윤활,윤활유·기유,133600,2710196000,271019,2710,신전유
석유제품,윤활,윤활유·기유,133600,2710197110,271019,2710,엔진오일
석유제품,윤활,윤활유·기유,133600,2710197120,271019,2710,엔진오일
석유제품,윤활,윤활유·기유,133600,2710197130,271019,2710,엔진오일
석유제품,윤활,윤활유·기유,133600,2710197190,271019,2710,기타
석유제품,윤활,윤활유·기유,133600,2710197210,271019,2710,실린더오일
석유제품,윤활,윤활유·기유,133600,2710197220,271019,2710,스핀들(spindle)오일
석유제품,윤활,윤활유·기유,133600,2710197230,271019,2710,기어오일
석유제품,윤활,윤활유·기유,133600,2710197240,271019,2710,터빈오일
석유제품,윤활,윤활유·기유,133600,2710197250,271019,2710,냉동기오일
석유제품,윤활,윤활유·기유,133600,2710197310,271019,2710,콤파운드오일
