hsk10,official_name,display_name,label_source,item20,middle_category,sub_category,mti6,hs6,hs4,research_large,research_small,research_detail,representative_id,drilldown_name,drilldown_id,classification_status,classification_note
8473304060,디램 모듈,DRAM 모듈,research_taxonomy,반도체,메모리반도체,DRAM,831110,847330,8473,반도체,DRAM,DRAM 모듈,SEMI_DRAM,DRAM 모듈,SEMI_8473304060,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합. HBM·DDR5는 HSK에서 DRAM과 별도 식별되지 않음.
8542321010,디램,DRAM,research_taxonomy,반도체,메모리반도체,DRAM,831110,854232,8542,반도체,DRAM,DRAM,SEMI_DRAM,DRAM,SEMI_8542321010,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합. HBM·DDR5는 HSK에서 DRAM과 별도 식별되지 않음.
8542321030,플래시 메모리,NAND·플래시,research_taxonomy,반도체,메모리반도체,NAND,831120,854232,8542,반도체,NAND,NAND·플래시,SEMI_NAND,NAND·플래시,SEMI_8542321030,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542321020,에스램,SRAM,research_taxonomy,반도체,메모리반도체,SRAM,831130,854232,8542,반도체,SRAM,SRAM,SEMI_SRAM,SRAM,SEMI_8542321020,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542321090,기타,기타,research_taxonomy,반도체,메모리반도체,기타 메모리,831190,854232,8542,반도체,기타 메모리,기타,SEMI_기타_메모리,기타,SEMI_8542321090,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542322000,하이브리드 집적회로,하이브리드 집적회로,research_taxonomy,반도체,메모리반도체,기타 메모리,831190,854232,8542,반도체,기타 메모리,하이브리드 집적회로,SEMI_기타_메모리,하이브리드 집적회로,SEMI_8542322000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542323000,복합구조칩 집적회로,복합구조칩 집적회로,research_taxonomy,반도체,메모리반도체,기타 메모리,831190,854232,8542,반도체,기타 메모리,복합구조칩 집적회로,SEMI_기타_메모리,복합구조칩 집적회로,SEMI_8542323000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542324000,복합부품 집적회로(MCOs),MCO,research_taxonomy,반도체,메모리반도체,기타 메모리,831190,854232,8542,반도체,기타 메모리,MCO,SEMI_기타_메모리,MCO,SEMI_8542324000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542311000,모노리식(monolithic) 집적회로,프로세서·컨트롤러 IC,research_taxonomy,반도체,시스템반도체,프로세서·컨트롤러,831210,854231,8542,반도체,프로세서·컨트롤러,프로세서·컨트롤러 IC,SEMI_프로세서_컨트롤러,프로세서·컨트롤러 IC,SEMI_8542311000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542312000,하이브리드 집적회로,프로세서·컨트롤러 IC,research_taxonomy,반도체,시스템반도체,프로세서·컨트롤러,831210,854231,8542,반도체,프로세서·컨트롤러,프로세서·컨트롤러 IC,SEMI_프로세서_컨트롤러,프로세서·컨트롤러 IC,SEMI_8542312000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542313000,복합구조칩 집적회로,프로세서·컨트롤러 IC,research_taxonomy,반도체,시스템반도체,프로세서·컨트롤러,831210,854231,8542,반도체,프로세서·컨트롤러,프로세서·컨트롤러 IC,SEMI_프로세서_컨트롤러,프로세서·컨트롤러 IC,SEMI_8542313000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542314000,복합부품 집적회로(MCOs),프로세서·컨트롤러 IC,research_taxonomy,반도체,시스템반도체,프로세서·컨트롤러,831210,854231,8542,반도체,프로세서·컨트롤러,프로세서·컨트롤러 IC,SEMI_프로세서_컨트롤러,프로세서·컨트롤러 IC,SEMI_8542314000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542331000,모노리식(monolithic) 집적회로,증폭기 IC,research_taxonomy,반도체,시스템반도체,증폭기 IC,831220,854233,8542,반도체,증폭기 IC,증폭기 IC,SEMI_증폭기_IC,증폭기 IC,SEMI_8542331000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542332000,하이브리드 집적회로,증폭기 IC,research_taxonomy,반도체,시스템반도체,증폭기 IC,831220,854233,8542,반도체,증폭기 IC,증폭기 IC,SEMI_증폭기_IC,증폭기 IC,SEMI_8542332000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542333000,복합구조칩 집적회로,증폭기 IC,research_taxonomy,반도체,시스템반도체,증폭기 IC,831220,854233,8542,반도체,증폭기 IC,증폭기 IC,SEMI_증폭기_IC,증폭기 IC,SEMI_8542333000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542334000,복합부품 집적회로(MCOs),증폭기 IC,research_taxonomy,반도체,시스템반도체,증폭기 IC,831220,854233,8542,반도체,증폭기 IC,증폭기 IC,SEMI_증폭기_IC,증폭기 IC,SEMI_8542334000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8523521000,한 개의 전자집적회로를 갖춘 것과 그 부분품,기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,852352,8523,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8523521000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8523522000,기타(프록시미티 카드(proximity card)와 태그로 한정한다),기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,852352,8523,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8523522000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8523529000,기타와 그 부분품,기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,852352,8523,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8523529000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542391000,모노리식(monolithic) 집적회로,기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,854239,8542,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8542391000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542392000,하이브리드 집적회로,기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,854239,8542,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8542392000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542393000,복합구조칩 집적회로,기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,854239,8542,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8542393000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542394000,복합부품 집적회로(MCOs),기타 시스템 IC,research_taxonomy,반도체,시스템반도체,기타 시스템 IC,831230,854239,8542,반도체,기타 시스템 IC,기타 시스템 IC,SEMI_기타_시스템_IC,기타 시스템 IC,SEMI_8542394000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8542900000,부분품,IC 부품·초소형 조립회로,research_taxonomy,반도체,시스템반도체,IC 부품·모듈,831240,854290,8542,반도체,IC 부품·모듈,IC 부품·초소형 조립회로,SEMI_IC_부품_모듈,IC 부품·초소형 조립회로,SEMI_8542900000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8543901000,전자초소형 조립회로,IC 부품·초소형 조립회로,research_taxonomy,반도체,시스템반도체,IC 부품·모듈,831240,854390,8543,반도체,IC 부품·모듈,IC 부품·초소형 조립회로,SEMI_IC_부품_모듈,IC 부품·초소형 조립회로,SEMI_8543901000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8548001000,전자 초소형 조립회로,IC 부품·초소형 조립회로,research_taxonomy,반도체,시스템반도체,IC 부품·모듈,831240,854800,8548,반도체,IC 부품·모듈,IC 부품·초소형 조립회로,SEMI_IC_부품_모듈,IC 부품·초소형 조립회로,SEMI_8548001000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541211000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,개별소자,개별소자,831310,854121,8541,반도체,개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541211000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541219000,기타,기타,research_taxonomy,반도체,개별소자,개별소자,831310,854121,8541,반도체,개별소자,기타,SEMI_개별소자,기타,SEMI_8541219000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541291000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,개별소자,개별소자,831310,854129,8541,반도체,개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541291000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541299000,기타,기타,research_taxonomy,반도체,개별소자,개별소자,831310,854129,8541,반도체,개별소자,기타,SEMI_개별소자,기타,SEMI_8541299000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541101000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,개별소자,개별소자,831320,854110,8541,반도체,개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541101000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541109000,기타,기타,research_taxonomy,반도체,개별소자,개별소자,831320,854110,8541,반도체,개별소자,기타,SEMI_개별소자,기타,SEMI_8541109000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541511000,센서,센서,research_taxonomy,반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,854151,8541,반도체,센서·액추에이터·변환소자,센서,SEMI_센서_액추에이터_변환소자,센서,SEMI_8541511000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541512000,액추에이터,액추에이터,research_taxonomy,반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,854151,8541,반도체,센서·액추에이터·변환소자,액추에이터,SEMI_센서_액추에이터_변환소자,액추에이터,SEMI_8541512000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541513000,공진기,공진기,research_taxonomy,반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,854151,8541,반도체,센서·액추에이터·변환소자,공진기,SEMI_센서_액추에이터_변환소자,공진기,SEMI_8541513000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541514000,오실레이터,오실레이터,research_taxonomy,반도체,반도체 변환소자,센서·액추에이터·변환소자,831330,854151,8541,반도체,센서·액추에이터·변환소자,오실레이터,SEMI_센서_액추에이터_변환소자,오실레이터,SEMI_8541514000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541902000,다이오드의 것,개별소자 부품 - 다이오드의 것,research_taxonomy,반도체,개별소자,개별소자,831340,854190,8541,반도체,개별소자,개별소자 부품 - 다이오드의 것,SEMI_개별소자,개별소자 부품 - 다이오드의 것,SEMI_8541902000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541903000,트랜지스터의 것,개별소자 부품 - 트랜지스터의 것,research_taxonomy,반도체,개별소자,개별소자,831340,854190,8541,반도체,개별소자,개별소자 부품 - 트랜지스터의 것,SEMI_개별소자,개별소자 부품 - 트랜지스터의 것,SEMI_8541903000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541909000,기타,개별소자 부품 - 기타,research_taxonomy,반도체,개별소자,개별소자,831340,854190,8541,반도체,개별소자,개별소자 부품 - 기타,SEMI_개별소자,개별소자 부품 - 기타,SEMI_8541909000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541301000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,개별소자,개별소자,831390,854130,8541,반도체,개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541301000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541302000,사이리스터(thyristor),사이리스터(thyristor),research_taxonomy,반도체,개별소자,개별소자,831390,854130,8541,반도체,개별소자,사이리스터(thyristor),SEMI_개별소자,사이리스터(thyristor),SEMI_8541302000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541303000,다이액(diac),다이액(diac),research_taxonomy,반도체,개별소자,개별소자,831390,854130,8541,반도체,개별소자,다이액(diac),SEMI_개별소자,다이액(diac),SEMI_8541303000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541304000,트라이액(triac),트라이액(triac),research_taxonomy,반도체,개별소자,개별소자,831390,854130,8541,반도체,개별소자,트라이액(triac),SEMI_개별소자,트라이액(triac),SEMI_8541304000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541411000,레이저소자,레이저소자,research_taxonomy,반도체,광전자,광전자 소자,831390,854141,8541,반도체,광전자 소자,레이저소자,SEMI_광전자_소자,레이저소자,SEMI_8541411000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541419000,기타,기타,research_taxonomy,반도체,광전자,광전자 소자,831390,854141,8541,반도체,광전자 소자,기타,SEMI_광전자_소자,기타,SEMI_8541419000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541420000,광전지(모듈에 조립되었거나 패널로 구성된 것은 제외한다),태양전지 셀,research_taxonomy,반도체,광전자,광전자 소자,831390,854142,8541,반도체,광전자 소자,태양전지 셀,SEMI_광전자_소자,태양전지 셀,SEMI_8541420000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541491000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,광전자,광전자 소자,831390,854149,8541,반도체,광전자 소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_광전자_소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541491000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541492000,광전도 셀,광전도 셀,research_taxonomy,반도체,광전자,광전자 소자,831390,854149,8541,반도체,광전자 소자,광전도 셀,SEMI_광전자_소자,광전도 셀,SEMI_8541492000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541493000,전하결합소자,전하결합소자,research_taxonomy,반도체,광전자,광전자 소자,831390,854149,8541,반도체,광전자 소자,전하결합소자,SEMI_광전자_소자,전하결합소자,SEMI_8541493000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541499000,기타,기타,research_taxonomy,반도체,광전자,광전자 소자,831390,854149,8541,반도체,광전자 소자,기타,SEMI_광전자_소자,기타,SEMI_8541499000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541591000,"칩, 다이스와 절단되지 않은 웨이퍼","칩, 다이스와 절단되지 않은 웨이퍼",research_taxonomy,반도체,개별소자,개별소자,831390,854159,8541,반도체,개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_개별소자,"칩, 다이스와 절단되지 않은 웨이퍼",SEMI_8541591000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541599000,기타,기타,research_taxonomy,반도체,개별소자,개별소자,831390,854159,8541,반도체,개별소자,기타,SEMI_개별소자,기타,SEMI_8541599000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541601000,수정진동자,수정진동자,research_taxonomy,반도체,기타 반도체 소자,압전결정·기타,831390,854160,8541,반도체,압전결정·기타,수정진동자,SEMI_압전결정_기타,수정진동자,SEMI_8541601000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8541609000,기타,기타,research_taxonomy,반도체,기타 반도체 소자,압전결정·기타,831390,854160,8541,반도체,압전결정·기타,기타,SEMI_압전결정_기타,기타,SEMI_8541609000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소,실리콘웨이퍼,research_taxonomy,반도체,반도체 소재,실리콘웨이퍼,831400,381800,3818,반도체,실리콘웨이퍼,실리콘웨이퍼,SEMI_실리콘웨이퍼,실리콘웨이퍼,SEMI_3818001000,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
3818002010,태양전지 제조용 웨이퍼,실리콘웨이퍼,research_taxonomy,반도체,반도체 소재,실리콘웨이퍼,831400,381800,3818,반도체,실리콘웨이퍼,실리콘웨이퍼,SEMI_실리콘웨이퍼,실리콘웨이퍼,SEMI_3818002010,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
3818002090,기타,실리콘웨이퍼,research_taxonomy,반도체,반도체 소재,실리콘웨이퍼,831400,381800,3818,반도체,실리콘웨이퍼,실리콘웨이퍼,SEMI_실리콘웨이퍼,실리콘웨이퍼,SEMI_3818002090,업계기준 검토,산업부 ICT 수출 분류(메모리·시스템·개별소자·광전자)와 HS 세부코드 결합.
8701211000,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870121,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870121,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701300000,무한궤도식 트랙터,무한궤도식 트랙터,research_taxonomy,자동차,트랙터,트랙터,741110,870130,8701,자동차,기타,무한궤도식 트랙터,AUTO_TRACTOR,무한궤도식 트랙터,AUTO_TRACTOR_870130,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701911010,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870191,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870191,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701921010,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870192,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870192,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701929000,기타,트랙터 - 기타,research_taxonomy,자동차,트랙터,트랙터,741110,870192,8701,자동차,기타,기타,AUTO_TRACTOR_OTHER,트랙터 - 기타,AUTO_TRACTOR_OTHER_870192,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701931010,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870193,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870193,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701939000,기타,트랙터 - 기타,research_taxonomy,자동차,트랙터,트랙터,741110,870193,8701,자동차,기타,기타,AUTO_TRACTOR_OTHER,트랙터 - 기타,AUTO_TRACTOR_OTHER_870193,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701941010,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870194,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870194,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701949000,기타,트랙터 - 기타,research_taxonomy,자동차,트랙터,트랙터,741110,870194,8701,자동차,기타,기타,AUTO_TRACTOR_OTHER,트랙터 - 기타,AUTO_TRACTOR_OTHER_870194,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701951010,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741110,870195,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870195,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701959000,기타,트랙터 - 기타,research_taxonomy,자동차,트랙터,트랙터,741110,870195,8701,자동차,기타,기타,AUTO_TRACTOR_OTHER,트랙터 - 기타,AUTO_TRACTOR_OTHER_870195,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701212000,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870121,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870121,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701911020,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870191,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870191,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701919000,기타,트랙터 - 기타,research_taxonomy,자동차,트랙터,트랙터,741120,870191,8701,자동차,기타,기타,AUTO_TRACTOR_OTHER,트랙터 - 기타,AUTO_TRACTOR_OTHER_870191,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701921020,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870192,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870192,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701931020,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870193,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870193,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701941020,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870194,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870194,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701951020,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741120,870195,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870195,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701221000,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741130,870122,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870122,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701231000,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741130,870123,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870123,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701291000,신차,트랙터 신차,research_taxonomy,자동차,트랙터,트랙터 신차,741130,870129,8701,자동차,신차,신차,AUTO_TRACTOR_NEW,트랙터 신차,AUTO_TRACTOR_NEW_870129,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
8701222000,중고차,트랙터 중고차,research_taxonomy,자동차,트랙터,트랙터 중고차,741140,870122,8701,자동차,중고차,중고차,AUTO_TRACTOR_USED,트랙터 중고차,AUTO_TRACTOR_USED_870122,업계기준 검토,KAMA/산업부의 차종·친환경차 분류와 HS 동력계 분류를 결합. SUV·픽업 등 차체형식은 HSK만으로 안정적 식별 불가.
